sentence,intents
leave the date of june 4 open on my calendar,calendar_update
i need anniversary dinner added to my schedule for march 7,calendar_update
can you change the date of the doctor appointment event in my calendar from april 1 to april 3rd,calendar_update
i need a clear calendar for april 15,calendar_update
please add final exam to my calendar for may 2,calendar_update
add mom birthday to my calendar on april 12,calendar_update
please take final exam off my calendar for may 3,calendar_update
add dentist appointment to my calendar for march 1,calendar_update
remove the may 11 event called baby shower from my calendar,calendar_update
clear my entire schedule for april 1,calendar_update
take the event called surprise party off my calendar for june 2,calendar_update
i want you to cancel the event called bachelorette party on april 15,calendar_update
please schedule an event called nadines baby shower on my calendar,calendar_update
remove the june 12 event called sashas wedding from my calendar,calendar_update
clear my calendar for the date of june 23,calendar_update
please put annies baby shower on march 30 in my calendar,calendar_update
make sure my calendar is clear for june 1,calendar_update
remove anniversary dinner from my calendar on april 5,calendar_update
please clear entry on my calendar for the 1st,calendar_update
please add an item to my calendar that i need to clean the kitchen on thursday,calendar_update
i want the event on my calendar for march 20th 2019 to be cleared,calendar_update
remove celebrate anniversary from my calendar,calendar_update
erase any event on my calendar thats set for wednesday of next week,calendar_update
i want to add a doctor visit to the calendar for friday,calendar_update
clear my calendar for this friday,calendar_update
delete all event on my calendar that have the word girlfriend in them,calendar_update
go ahead and delete the doctor appointment i have scheduled for monday,calendar_update
add my birthday to my calendar for next month on the 5th,calendar_update
delete my golf tournament event from tomrrow,calendar_update
put my parent anniversary on the calendar for next week on tuesday,calendar_update
clear my calendar for tomorrow,calendar_update
remove the recurring training meeting event off my calendar,calendar_update
put a reminder on the calendar to buy a gun on march 1st,calendar_update
i need to add farm trip to my calendar for friday,calendar_update
i want to add farm trip to my calendar for friday,calendar_update
i must add farm trip to my calendar for friday,calendar_update
i got to remove fishing from my calendar for soccer,calendar_update
please remove fishing from my calendar for soccer,calendar_update
i need to remove fishing from my calendar for soccer,calendar_update
i wanna remove fishing from my calendar for soccer,calendar_update
i shall remove fishing from my calendar for soccer,calendar_update
